#{"t_start": 1646238557.6843512, "env_id": null}
r,l,t
-599,200,1193.979772
-599,200,1194.056354
-599,200,1194.133422
-599,200,1194.209931
-599,200,1194.286551
-599,200,1194.364109
-599,200,1194.441669
-599,200,1194.519085
-599,200,1194.59662
-599,200,1194.673155
-599,200,1194.750015
-599,200,1194.826524
-599,200,1194.903243
-599,200,1194.979866
-599,200,1195.055952
-599,200,1195.133178
-599,200,1195.210247
-599,200,1195.287138
-599,200,1195.36406
-599,200,1195.441097
-599,200,1195.517837
-599,200,1195.627732
-599,200,1195.740848
-599,200,1195.816182
-599,200,1195.871952
-599,200,1195.928065
-599,200,1195.985352
